,Tournois,Player 1,Player 2,Score,Odds Player 1,Odds Player 2,Rank Player 1,Rank Player 2
0,United Cup,Gojo,Coria,2,1.34,3.22,115.0,137.0
1,United Cup,Evans,Ramos-Vinolas,2,1.26,3.84,68.0,
2,United Cup,Hurkacz,Bublik,2,1.35,3.19,16.0,94.0
3,United Cup,Kuzmanov,Bergs,2,2.13,1.71,234.0,160.0
4,United Cup,Otte,Svrcina,2,1.41,2.87,141.0,175.0
5,United Cup,Ruud,Monteiro,2,1.13,5.74,9.0,116.0
6,Adelaide,McDonald,Galan,1,1.37,3.12,,
7,Adelaide,Giron,Gasquet,2,1.91,1.90,60.0,75.0
8,Futures 2022,Bobrov,Catarina,2,1.96,1.75,,
9,Adelaide,Hijikata,Duckworth,2,2.12,1.68,213.0,196.0
10,Adelaide,Kwon,Daniel,2,1.49,2.52,,100.0
11,Adelaide,Safiullin,Pospisil,2,1.74,2.03,65.0,125.0
12,Adelaide,Popyrin,Wu,2,2.23,1.62,95.0,51.0
13,Canberra challenger,Krutykh,Elias,2,1.80,1.90,236.0,212.0
14,Canberra challenger,Muller,Holt,2,2.18,1.61,128.0,195.0
15,Canberra challenger,Pellegrino,Jones,2,1.14,4.94,204.0,
16,Canberra challenger,Broady,Galarneau,2,1.57,2.24,140.0,295.0
17,Canberra challenger,Schoolkate,Kukushkin,2,3.21,1.31,327.0,177.0
18,Canberra challenger,Nava,Camus,2,1.02,11.71,244.0,
19,Canberra challenger,Ofner,Furness,2,1.44,2.60,71.0,226.0
20,Canberra challenger,Bellier,Bolt,2,1.49,2.49,304.0,278.0
21,Canberra challenger,Krueger,Laaksonen,2,1.60,2.19,279.0,179.0
22,Canberra challenger,Couacaud,Walton,2,1.25,3.65,205.0,347.0
23,Canberra challenger,Diallo,Shang,2,1.79,1.92,151.0,153.0
24,Canberra challenger,Maestrelli,Zeppieri,2,1.84,1.85,323.0,145.0
25,Nonthaburi challenger,Fonio,Kumar,2,1.49,2.49,285.0,
26,Nonthaburi challenger,Kelly,Fomin,2,2.03,1.71,,
27,Nonthaburi challenger,Gaio,Chaiyarin,2,1.01,13.47,268.0,
28,Nonthaburi challenger,Parker,Samrej,2,1.26,3.49,,439.0
29,Nonthaburi challenger,Donskoy,Kunsuwan,2,1.01,12.97,256.0,
30,Nonthaburi challenger,Vrbensky,Clark,2,1.44,2.59,,
31,Nonthaburi challenger,Squire,Trongcharoenchaikul,2,1.10,6.00,409.0,
32,Nonthaburi challenger,Pouille,Berrettini,2,1.19,4.22,154.0,28.0
33,Nonthaburi challenger,Santillan,Rosenkranz,2,2.05,1.69,315.0,413.0
34,Nonthaburi challenger,Nam,Ovcharenko,2,2.16,1.63,,
35,Nonthaburi challenger,Ayeni,Oradini,2,2.00,1.72,,411.0
36,Nonthaburi challenger,Perez,Harris,2,1.85,1.85,,103.0
37,Nonthaburi challenger,Perez,Harris,2,1.85,1.85,,387.0
38,Noumea challenger,Mott,Taylor,2,1.02,9.86,,
39,Noumea challenger,Walkin,Boivin,2,1.01,16.21,,
40,Noumea challenger,Jin,Harper,2,1.05,8.24,,
41,Noumea challenger,Brown,Lopes,2,1.01,10.32,,
42,Noumea challenger,Delaney,Delaney,2,1.24,3.63,,
43,Noumea challenger,Uesugi,Osmont,2,1.01,12.18,,
44,Oeiras 5 challenger,Ilkel,Araujo,2,1.10,6.02,198.0,
45,Oeiras 5 challenger,Fanselow,Coelho,2,1.16,4.48,429.0,
46,Oeiras 5 challenger,Kachmazov,Legout,2,1.41,2.72,399.0,
47,Oeiras 5 challenger,De,Gutierrez,2,1.22,3.89,,
48,Oeiras 5 challenger,Molleker,Beaupain,2,1.30,3.28,390.0,
49,Oeiras 5 challenger,Leshem,Rocha,2,1.35,2.94,359.0,
50,Oeiras 5 challenger,Lamasine,Vatutin,2,2.02,1.70,,389.0
51,Oeiras 5 challenger,Holmgren,Kirkin,2,1.50,2.44,,378.0
52,Oeiras 5 challenger,Lajal,Rocha,2,1.11,5.69,147.0,
53,Oeiras 5 challenger,Marie,Vincent,2,1.49,2.47,,
54,Oeiras 5 challenger,de,Friberg,2,1.68,2.06,,
55,Oeiras 5 challenger,Prizmic,Janvier,2,1.64,2.13,193.0,354.0
56,Pune,Ymer,Bhambri,2,1.62,2.20,61.0,
57,Pune,Ymer,Bhambri,2,1.62,2.20,158.0,
58,Pune,Cobolli,Kolar,2,1.46,2.59,174.0,220.0
59,Pune,Marterer,Milojevic,2,1.44,2.62,169.0,322.0
60,Pune,Ramanathan,Bellucci,2,2.73,1.42,313.0,306.0
61,United Cup,Coric,Rinderknech,2,1.52,2.47,21.0,81.0
62,United Cup,Huesler,Michalski,2,1.11,6.54,,339.0
63,United Cup,De,Nadal,2,2.53,1.50,,19.0
64,United Cup,Tsitsipas,Goffin,2,1.14,5.37,5.0,62.0
65,United Cup,Musetti,Durasovic,2,1.05,9.72,27.0,367.0
66,United Cup,Fritz,Zverev,2,1.45,2.69,8.0,11.0
67,Adelaide,Kokkinakis,Cressy,2,1.90,1.90,48.0,105.0
68,Adelaide,Draper,Kwon,2,1.65,2.23,18.0,
69,Adelaide,Safiullin,Ymer,2,2.20,1.67,65.0,61.0
70,Adelaide,Safiullin,Ymer,2,2.20,1.67,65.0,158.0
71,Adelaide,Halys,Thompson,2,2.08,1.74,69.0,85.0
72,Adelaide,Popyrin,Auger,2,6.13,1.13,95.0,
73,Adelaide,Nishioka,Rune,2,3.58,1.29,35.0,6.0
74,Adelaide,Kecmanovic,O'Connell,2,1.58,2.37,64.0,
75,Pune,Krajinovic,Nagal,2,1.25,3.92,87.0,203.0
76,Pune,Cecchinato,Basilashvili,2,2.75,1.44,122.0,156.0
77,Pune,Djere,Molcan,2,1.89,1.90,67.0,52.0
78,Pune,Griekspoor,Munar,2,1.82,1.98,47.0,112.0
79,Pune,Mmoh,Dhamne,2,1.01,22.85,130.0,
80,Pune,Bonzi,Tseng,2,1.40,2.93,54.0,
81,Pune,Carballes,Zapata,2,2.01,1.79,,
82,Canberra challenger,Gaston,Vukic,2,1.82,1.92,157.0,113.0
83,Canberra challenger,Gombos,Misolic,2,1.66,2.13,171.0,155.0
84,Canberra challenger,Riedi,Jarry,2,1.70,2.07,78.0,31.0
85,Canberra challenger,Kovalik,Klahn,2,1.60,2.24,237.0,257.0
86,Canberra challenger,Struff,Delbonis,2,1.30,3.31,,167.0
87,Canberra challenger,Sweeny,Kotov,2,3.13,1.35,388.0,127.0
88,Noumea challenger,Peniston,Uchida,2,1.53,2.38,286.0,281.0
89,Noumea challenger,Chazal,Marcora,2,2.65,1.44,,311.0
90,Noumea challenger,Fancutt,Hong,2,4.64,1.17,,
91,Noumea challenger,Paire,Lopes,2,1.02,12.72,168.0,
92,Noumea challenger,Statham,Olivieri,2,3.21,1.32,,
93,Noumea challenger,Sinclair,Rai,2,1.65,2.14,431.0,
94,Noumea challenger,Bonadio,Matsui,2,1.03,13.25,229.0,
95,Nonthaburi challenger,Escoffier,Mochizuki,2,1.73,2.01,216.0,248.0
96,Nonthaburi challenger,Hsu,Moriya,2,1.69,2.08,,407.0
97,Nonthaburi challenger,Gengel,Sandgren,2,2.54,1.48,410.0,185.0
98,Nonthaburi challenger,Novak,Added,2,1.32,3.20,144.0,334.0
99,Nonthaburi challenger,Purcell,Travaglia,2,1.77,1.96,98.0,228.0
100,Nonthaburi challenger,Uchiyama,Jones,2,1.03,11.16,249.0,
101,Nonthaburi challenger,Harris,Hassan,2,1.22,3.93,103.0,270.0
102,Nonthaburi challenger,Harris,Hassan,2,1.22,3.93,387.0,270.0
103,Nonthaburi challenger,Marozsan,Kovapitukted,2,1.03,12.55,165.0,
104,Oeiras 5 challenger,Medjedovic,Gerch,2,1.80,1.94,114.0,356.0
105,Oeiras 5 challenger,Berankis,Moroni,2,1.36,2.97,129.0,
106,Oeiras 5 challenger,Collignon,Faria,2,1.20,4.17,265.0,
107,Oeiras 5 challenger,Neuchrist,Neumayer,2,1.68,2.09,291.0,433.0
108,Oeiras 5 challenger,Debru,Valkusz,2,2.35,1.54,400.0,152.0
109,Oeiras 5 challenger,Gigante,Tabur,2,1.54,2.35,262.0,370.0
110,UK Pro Series,Kijametovic,Jones,2,1.29,3.10,,
111,UK Pro Series,Matusevich,Goodger,2,1.55,2.20,,
112,UK Pro Series,Gill,Little,2,1.46,2.40,,
113,UK Pro Series,Loffhagen,Samuel,2,3.20,1.27,,
114,UTR Pro Tennis Series 3,Kissell,Bao,2,1.19,4.00,,
115,UTR Pro Tennis Series 3,Gorelik,Dossani,2,2.55,1.42,,
116,UTR Pro Tennis Series 3,Kotzen,Truwit,2,1.33,2.88,,
117,UTR Pro Tennis Series 3,Van,Landau,2,2.70,1.38,,
118,UTR Pro Tennis Series 3,Hashimoto,Hopper,2,1.71,2.00,,
119,UTR Pro Tennis Series 3,Koons,Mao,2,1.20,4.00,,
120,Canberra challenger,Broady,Pellegrino,2,1.39,2.74,140.0,204.0
121,Canberra challenger,Nava,Krutykh,2,1.44,2.57,244.0,236.0
122,Canberra challenger,Muller,Bellier,2,1.83,1.85,128.0,304.0
123,Canberra challenger,Maestrelli,Diallo,2,2.05,1.69,323.0,151.0
124,Canberra challenger,Krueger,Ofner,2,2.62,1.43,279.0,71.0
125,Canberra challenger,Couacaud,Schoolkate,2,1.41,2.70,205.0,327.0
126,Futures 2023,Vasa,Hilderbrand,2,1.62,2.06,,
127,Futures 2023,Seggerman,Murali,2,1.08,5.90,,
128,Futures 2023,Petrov,Jordan,2,2.53,1.41,,
129,Futures 2023,Hohmann,Asaba,2,1.15,4.25,,
130,Futures 2023,Makhlouf,Shvets,2,1.07,7.50,,
131,Futures 2023,Nakashima,Perera,2,1.23,3.48,46.0,
132,Futures 2023,Schachter,Kleege,2,1.01,9.10,,
133,Futures 2023,Neuhaus,Sakamoto,2,2.83,1.33,,
134,Futures 2023,Hoogmartens,Menichella,2,1.36,2.70,,
135,Futures 2023,Thayne,Maginley,2,3.30,1.25,,
136,Futures 2023,Brumm,Svajda,2,1.21,3.60,,224.0
137,Futures 2023,Ravichander,Wood,2,1.62,2.06,,
138,Futures 2023,Ozolins,Mckennon,2,1.55,2.21,,
139,Futures 2023,Homberg,Rogers,2,2.55,1.40,,
140,Futures 2023,Quan,Stakusic,2,2.80,1.34,,
141,Futures 2023,Kuperstein,Ostajewski,2,1.13,4.60,,
142,Futures 2023,Gregg,Strode,2,1.40,2.55,,
143,Futures 2023,Sakellaridis,Raman,2,1.46,2.39,,
144,Futures 2023,Makhlouf,Cardinaud,2,1.13,4.65,,
145,Futures 2023,Krapivin,Sibille,2,1.67,1.97,,
146,Futures 2023,Konowczuk,Suresh,2,1.81,1.81,,
147,Futures 2023,Carretero,Philibert,2,1.40,2.55,,
148,Futures 2023,M,Vuletic,2,1.17,4.05,,
149,Futures 2023,Bolla,Vasiliauskas,2,2.08,1.60,,
150,Futures 2023,Sysoev,Ananth,2,1.21,3.60,,
151,Futures 2023,Jenicek,Jaeger,2,1.27,3.15,,
152,Futures 2023,Wunderlich,Brun,2,1.20,3.70,,
153,Futures 2023,Lavizzari,Dubinin,2,1.78,1.85,,
154,Futures 2023,Giacomini,Waldner,2,2.32,1.50,,
155,Futures 2023,Shvets,Vatteroni,1,2.20,1.55,,
156,Futures 2023,Taguchi,Sahtali,2,1.57,2.18,,
157,Nonthaburi challenger,Donskoy,Vrbensky,2,1.25,3.61,256.0,
158,Nonthaburi challenger,Kelly,Gaio,2,2.85,1.37,,268.0
159,Nonthaburi challenger,Fonio,Parker,2,3.23,1.30,285.0,
160,Nonthaburi challenger,Ayeni,Nam,2,1.53,2.34,,
161,Nonthaburi challenger,Squire,Santillan,2,1.56,2.27,409.0,315.0
162,Nonthaburi challenger,Pouille,Perez,2,1.34,3.02,154.0,
163,Noumea challenger,Mott,Inui,2,1.21,3.92,,
164,Noumea challenger,Walkin,Harper,2,2.62,1.43,,
165,Noumea challenger,Jin,Sumizawa,2,1.87,1.85,,
166,Noumea challenger,Delaney,Sekulic,2,6.33,1.09,,
167,Noumea challenger,Ellis,Brown,2,1.16,4.51,,
168,Noumea challenger,Puttergill,Uesugi,2,1.72,2.00,,
169,Oeiras 5 challenger,Lajal,Lamasine,2,1.69,2.05,147.0,
170,Oeiras 5 challenger,Ilkel,Molleker,2,1.39,2.76,198.0,390.0
171,Oeiras 5 challenger,Kachmazov,Fanselow,2,1.38,2.85,399.0,429.0
172,Oeiras 5 challenger,de,Marie,2,1.80,1.90,,
173,Oeiras 5 challenger,De,Leshem,2,1.30,3.22,,359.0
174,Oeiras 5 challenger,Prizmic,Holmgren,2,1.65,2.12,193.0,
175,Tigre challenger,Paz,Huertas,2,1.35,3.06,,
176,Tigre challenger,Briand,Arcuschin,2,1.01,12.84,,
177,Tigre challenger,Seyboth,Bueno,2,1.19,4.24,,377.0
178,Tigre challenger,Vidal,Cuevas,2,2.18,1.60,,
179,Tigre challenger,Sanchez,Ratti,2,1.08,6.58,,
180,Tigre challenger,Huertas,Leite,2,2.20,1.59,,443.0
181,Tigre challenger,Monzon,Otegui,2,4.08,1.20,,
182,Tigre challenger,Alves,Panta,2,1.33,3.15,393.0,
183,Tigre challenger,Aboian,Prihodko,2,1.79,1.91,,
184,Tigre challenger,Descotte,Farjat,2,1.31,3.16,,
185,Tigre challenger,Barrena,Pereira,1,2.22,1.58,,
186,Tigre challenger,Aboian,Hess,2,1.21,3.90,,
187,United Cup,Gojo,Mannarino,2,2.82,1.42,115.0,93.0
188,United Cup,Kubler,Ramos-Vinolas,2,1.58,2.36,91.0,
189,United Cup,Hurkacz,Wawrinka,2,1.50,2.55,16.0,45.0
190,United Cup,Tiafoe,Otte,2,1.27,3.69,15.0,141.0
191,United Cup,Berrettini,Ruud,2,2.20,1.65,28.0,9.0
192,Adelaide,Korda,Murray,2,1.59,2.37,39.0,25.0
193,Adelaide,Bautista-Agut,Rublev,2,2.71,1.46,,7.0
194,Adelaide,Shapovalov,Hijikata,2,1.26,3.87,36.0,213.0
195,Adelaide,Sinner,Edmund,2,1.12,6.26,4.0,119.0
196,Adelaide,Djokovic,Lestienne,2,1.03,13.54,1.0,101.0
197,Adelaide,Khachanov,Cachin,2,1.17,4.91,10.0,102.0
198,Adelaide,Medvedev,Sonego,1,1.12,6.23,3.0,29.0
199,Pune,Cobolli,Mukund,2,1.34,3.22,174.0,
200,Pune,Karatsev,Andujar,2,1.29,3.53,59.0,183.0
201,Pune,Martinez,Ramanathan,2,1.62,2.29,146.0,313.0
202,Pune,Marterer,Ymer,2,2.06,1.76,169.0,61.0
203,Pune,Marterer,Ymer,2,2.06,1.76,169.0,158.0
204,Pune,Van,Albot,2,1.78,2.02,,138.0
205,Canberra challenger,Couacaud,Gomez,2,1.70,2.09,205.0,219.0
206,Canberra challenger,McCabe,Agamenone,2,2.79,1.40,,274.0
207,Canberra challenger,Watanuki,Van,2,1.67,2.10,96.0,
208,Canberra challenger,Rodionov,Brouwer,2,1.74,2.01,120.0,221.0
209,Canberra challenger,Muller,Nava,2,2.03,1.72,128.0,244.0
210,Canberra challenger,Fucsovics,Maestrelli,2,1.43,2.66,53.0,323.0
211,Canberra challenger,Arnaldi,Shevchenko,2,1.66,2.12,50.0,83.0
212,Canberra challenger,Polmans,Krueger,2,1.91,1.84,223.0,279.0
213,Canberra challenger,Broady,Passaro,2,1.42,2.72,140.0,218.0
214,Canberra challenger,Nardi,Klein,2,1.91,1.84,207.0,170.0
215,Noumea challenger,Piros,Mott,2,1.20,4.28,131.0,
216,Noumea challenger,Grenier,Mansouri,2,1.24,3.72,217.0,424.0
217,Noumea challenger,Blancaneaux,Barrios,2,1.58,2.27,202.0,
218,Noumea challenger,Dzumhur,Jin,2,1.08,7.21,192.0,
219,Noumea challenger,Brancaccio,Puttergill,2,1.07,7.66,309.0,
220,Noumea challenger,Garin,Delaney,2,1.03,10.80,30.0,
221,Noumea challenger,Diaz,Walkin,2,1.10,6.31,,
222,Noumea challenger,Lokoli,Serdarusic,2,1.58,2.27,186.0,296.0
223,Noumea challenger,Ellis,Escobedo,2,4.05,1.21,,282.0
224,Nonthaburi challenger,Kelly,Trungelliti,2,2.13,1.67,,188.0
225,Nonthaburi challenger,Shimabukuro,Zhukayev,2,1.58,2.28,180.0,253.0
226,Nonthaburi challenger,Fonio,Tirante,2,1.96,1.78,285.0,
227,Nonthaburi challenger,Wu,Suksumrarn,2,1.03,11.21,51.0,
228,Nonthaburi challenger,Moraing,Pouille,2,2.63,1.45,215.0,154.0
229,Nonthaburi challenger,Squire,Mager,2,2.31,1.57,409.0,241.0
230,Nonthaburi challenger,Donskoy,Jubb,2,1.87,1.85,256.0,307.0
231,Tigre challenger,Cerundolo,Droguet,2,1.40,2.80,20.0,351.0
232,Tigre challenger,Dutra,Zhu,2,1.59,2.26,,361.0
233,Tigre challenger,Londero,Erhard,2,1.28,3.49,,
234,Tigre challenger,Andreozzi,Comesana,2,1.36,3.00,233.0,148.0
235,Tigre challenger,Casanova,Echargui,2,1.50,2.46,362.0,350.0
236,Tigre challenger,Midon,Lavagno,2,2.42,1.52,437.0,345.0
237,Oeiras 5 challenger,Clarke,Decamps,2,2.01,1.75,342.0,412.0
238,Oeiras 5 challenger,De,Dougaz,2,1.37,2.92,,308.0
239,Oeiras 5 challenger,Leshem,Kachmazov,2,3.76,1.24,359.0,399.0
240,Oeiras 5 challenger,Oliveira,Wessels,2,1.95,1.78,382.0,384.0
241,Oeiras 5 challenger,Jianu,Lajal,2,2.42,1.52,,147.0
242,Oeiras 5 challenger,Giustino,Martin,2,1.76,1.98,294.0,
243,Oeiras 5 challenger,Ejupovic,Sousa,2,1.80,1.93,392.0,206.0
244,Oeiras 5 challenger,Ejupovic,Sousa,2,1.80,1.93,392.0,230.0
245,Oeiras 5 challenger,Domingues,Vacherot,2,2.56,1.47,418.0,434.0
246,Oeiras 5 challenger,Ilkel,de,2,1.41,2.74,198.0,
247,Oeiras 5 challenger,Prizmic,Herbert,2,1.58,2.27,193.0,
248,Futures 2023,Feldbausch,Hamza,2,1.14,4.89,,
249,Futures 2023,Nesterov,Evans,2,1.31,3.16,,68.0
250,Futures 2023,Ivanov,Obradovic,2,1.85,1.82,,
251,UK Pro Series,Jones,Gill,2,4.30,1.15,,
252,UK Pro Series,Matusevich,Hodkin,2,1.18,4.00,,
253,UK Pro Series,McHugh,Jones,2,1.04,7.20,,
254,UK Pro Series,Loffhagen,Searle,2,1.07,6.20,,
255,UTR Pro Tennis Series 3,Kotzen,Bulus,2,2.85,1.36,,
256,UTR Pro Tennis Series 3,Perez,Jesudason,2,2.35,1.53,,
257,UTR Pro Tennis Series 3,Kissell,Vroman,2,1.12,5.25,,
258,UTR Pro Tennis Series 3,Mao,Sharda,2,1.36,2.85,,
259,UTR Pro Tennis Series 3,Koons,Hopper,2,1.25,3.60,,
260,UTR Pro Tennis Series 3,Landau,Reznik,2,1.53,2.35,,
261,Futures 2023,Quan,Gregg,2,2.88,1.35,,
262,Futures 2023,Schachter,Hoogmartens,2,1.95,1.72,,
263,Futures 2023,Ravichander,Homberg,2,1.48,2.42,,
264,Futures 2023,Kuperstein,Hohmann,2,2.14,1.60,,
265,Futures 2023,Nakashima,Neuhaus,2,1.60,2.14,46.0,
266,Futures 2023,Ozolins,Brumm,2,1.35,2.88,,
267,Tigre challenger,Seyboth,Vidal,2,1.26,3.53,,
268,Tigre challenger,Aboian,Monzon,2,1.56,2.28,,
269,Tigre challenger,Paz,Briand,2,2.07,1.67,,
270,Tigre challenger,Barrena,Aboian,2,2.08,1.66,,
271,Tigre challenger,Descotte,Alves,2,1.82,1.86,,393.0
272,Tigre challenger,Sanchez,Huertas,2,1.43,2.62,,
273,United Cup,Gojo,Sakellaridis,2,1.06,7.37,115.0,
274,United Cup,Tiafoe,Evans,2,1.55,2.42,15.0,68.0
275,United Cup,Berrettini,Hurkacz,2,1.88,1.89,28.0,16.0
276,United Cup,Tsitsipas,Coric,2,1.51,2.53,5.0,21.0
277,United Cup,Norrie,Fritz,2,2.32,1.59,13.0,8.0
278,United Cup,Musetti,Michalski,2,1.04,11.28,27.0,339.0
279,Adelaide,Popyrin,Giron,2,1.74,2.10,95.0,60.0
280,Adelaide,Medvedev,Kecmanovic,2,1.15,5.31,3.0,64.0
281,Adelaide,Nishioka,McDonald,2,1.64,2.26,35.0,
282,Adelaide,Khachanov,Draper,2,2.25,1.64,10.0,18.0
283,Pune,Cilic,Carballes,2,1.21,4.31,56.0,
284,Pune,Krajinovic,Mmoh,2,1.78,2.04,87.0,130.0
285,Pune,Bonzi,Ruusuvuori,2,2.29,1.62,54.0,32.0
286,Pune,Van,Cobolli,2,1.27,3.75,,174.0
287,Pune,Griekspoor,Cecchinato,2,1.30,3.53,47.0,122.0
288,Pune,Martinez,Baez,2,1.91,1.88,146.0,84.0
289,Pune,Karatsev,Van,2,1.66,2.22,59.0,
290,Pune,Marterer,Djere,2,2.38,1.57,169.0,67.0
291,Canberra challenger,Fucsovics,Arnaldi,2,1.47,2.56,53.0,50.0
292,Canberra challenger,Polmans,Sweeny,2,1.50,2.48,223.0,388.0
293,Canberra challenger,Watanuki,Rodionov,2,1.57,2.30,96.0,120.0
294,Canberra challenger,Couacaud,McCabe,2,1.27,3.58,205.0,
295,Canberra challenger,Gombos,Kovalik,2,1.44,2.63,171.0,237.0
296,Canberra challenger,Struff,Muller,2,1.44,2.64,,128.0
297,Canberra challenger,Riedi,Gaston,2,2.00,1.74,78.0,157.0
298,Canberra challenger,Broady,Nardi,2,2.06,1.71,140.0,207.0
299,Noumea challenger,Paire,Ellis,2,1.32,3.24,168.0,
300,Noumea challenger,Brancaccio,Piros,2,2.22,1.61,309.0,131.0
301,Noumea challenger,Dzumhur,Chazal,2,1.27,3.46,192.0,
302,Noumea challenger,Lokoli,Grenier,2,2.48,1.50,186.0,217.0
303,Noumea challenger,Statham,Blancaneaux,2,4.22,1.20,,202.0
304,Noumea challenger,Garin,Fancutt,2,1.08,7.14,30.0,
305,Noumea challenger,Peniston,Sinclair,2,1.30,3.31,286.0,431.0
306,Noumea challenger,Diaz,Bonadio,2,1.63,2.17,,229.0
307,Nonthaburi challenger,Wu,Uchiyama,2,1.53,2.39,51.0,249.0
308,Nonthaburi challenger,Escoffier,Shimabukuro,2,1.84,1.86,216.0,180.0
309,Nonthaburi challenger,Harris,Marozsan,2,1.63,2.18,103.0,165.0
310,Nonthaburi challenger,Harris,Marozsan,2,1.63,2.18,387.0,165.0
311,Nonthaburi challenger,Hsu,Kelly,2,1.43,2.68,,
312,Nonthaburi challenger,Novak,Fonio,2,1.31,3.24,144.0,285.0
313,Nonthaburi challenger,Gengel,Squire,2,1.74,2.01,410.0,409.0
314,Nonthaburi challenger,Donskoy,Ayeni,2,1.39,2.83,256.0,
315,Nonthaburi challenger,Purcell,Moraing,2,1.56,2.32,98.0,215.0
316,Tigre challenger,Bertola,Descotte,2,1.72,2.04,383.0,
317,Tigre challenger,Aboian,Collarini,2,3.89,1.22,,251.0
318,Tigre challenger,Barrena,Atmane,2,2.21,1.60,,335.0
319,Tigre challenger,Dellien,Torres,2,2.33,1.55,106.0,
320,Tigre challenger,De,Paz,2,1.28,3.46,,
321,Tigre challenger,Villanueva,Roca,2,2.37,1.53,425.0,
322,Tigre challenger,Sanchez,Weis,2,1.83,1.89,,338.0
323,Tigre challenger,Chepelev,Boscardin,1,1.73,2.02,430.0,
324,Tigre challenger,Giannessi,Ambrogi,2,1.38,2.86,209.0,
325,Tigre challenger,Seyboth,Stodder,2,1.36,2.98,,
326,Oeiras 5 challenger,Ilkel,Berankis,2,1.85,1.88,198.0,129.0
327,Oeiras 5 challenger,Jianu,Medjedovic,2,2.89,1.38,,114.0
328,Oeiras 5 challenger,Debru,Ejupovic,2,1.97,1.77,400.0,392.0
329,Oeiras 5 challenger,Neuchrist,Domingues,2,1.48,2.54,291.0,418.0
330,Futures 2023,Michelsen,Ponwith,2,1.37,2.87,227.0,
331,Futures 2023,Fery,Renard,2,1.09,6.40,,
332,Futures 2023,Boitan,Kodat,2,2.05,1.70,,
333,Futures 2023,Rivera,Farren,2,1.91,1.80,,
334,Futures 2023,Brymer,Kang,2,1.60,2.17,,
335,Futures 2023,Cozbinov,Hadigian,2,1.22,3.83,,
336,Futures 2023,Catarina,Tessa,2,1.13,5.14,,
337,Futures 2023,Wunderlich,Oueslati,2,1.09,6.19,,
338,Futures 2023,Bobrov,Scaglia,2,1.27,3.40,,
339,Futures 2023,Fajta,Taguchi,2,1.64,2.10,,
340,Futures 2023,Makhlouf,Giacomini,2,5.81,1.10,,
341,Futures 2023,Carretero,Krapivin,2,1.22,3.82,,
342,Futures 2023,Bolla,Bonifacius,2,1.04,8.83,,
343,Futures 2023,Lavizzari,Matsuda,2,5.05,1.13,,
344,Futures 2023,Beauge,Giacomini,2,1.10,5.69,,
345,Futures 2023,Den,Tamm,2,1.58,2.22,,
346,Futures 2023,Bertrand,Bradshaw,2,1.19,4.14,,
347,UK Pro Series,McHugh,Kijametovic,2,1.22,3.55,,
348,UK Pro Series,Little,Jones,2,1.82,1.82,,
349,UK Pro Series,Searle,Samuel,2,8.20,1.02,,
350,UK Pro Series,Hodkin,Goodger,2,2.40,1.46,,
351,UTR Pro Tennis Series 3,Koons,Sharda,2,1.08,6.50,,
352,UTR Pro Tennis Series 3,Hashimoto,Mao,2,1.65,2.10,,
353,UTR Pro Tennis Series 3,Kotzen,Gorelik,2,1.28,3.40,,
354,UTR Pro Tennis Series 3,Bulus,Truwit,2,1.36,2.90,,
355,UTR Pro Tennis Series 3,Van,Cardona,2,1.28,3.40,,
356,UTR Pro Tennis Series 3,Reznik,Sciglitano,2,1.80,1.91,,
357,UTR Pro Tennis Series 3,Perez,Bao,2,1.25,3.60,,
358,UTR Pro Tennis Series 3,Truwit,Dossani,2,1.60,2.20,,
359,Adelaide,Sinner,Kokkinakis,2,1.25,3.92,4.0,48.0
360,Adelaide,Korda,Bautista-Agut,2,1.80,2.01,39.0,
361,Adelaide,Djokovic,Halys,2,1.03,14.37,1.0,69.0
362,Adelaide,Shapovalov,Safiullin,2,1.45,2.74,36.0,65.0
363,Pune,Bonzi,Krajinovic,2,1.53,2.49,54.0,87.0
364,Pune,Van,Marterer,2,1.42,2.86,,169.0
365,Pune,Griekspoor,Cilic,1,2.80,1.44,47.0,56.0
366,Pune,Karatsev,Martinez,2,1.48,2.64,59.0,146.0
367,Canberra challenger,Fucsovics,Polmans,2,1.37,2.95,53.0,223.0
368,Canberra challenger,Watanuki,Gombos,2,1.62,2.21,96.0,171.0
369,Canberra challenger,Struff,Couacaud,2,1.69,2.10,,205.0
370,Canberra challenger,Riedi,Broady,2,1.62,2.21,78.0,140.0
371,Noumea challenger,Brancaccio,Paire,2,1.68,2.13,309.0,168.0
372,Noumea challenger,Garin,Diaz,2,1.42,2.76,30.0,
373,Noumea challenger,Peniston,Dzumhur,2,1.68,2.10,286.0,192.0
374,Noumea challenger,Lokoli,Statham,2,1.17,4.71,186.0,
375,Nonthaburi challenger,Escoffier,Purcell,2,2.40,1.53,216.0,98.0
376,Nonthaburi challenger,Novak,Gengel,2,1.34,3.13,144.0,410.0
377,Nonthaburi challenger,Harris,Hsu,2,1.26,3.65,103.0,
378,Nonthaburi challenger,Harris,Hsu,2,1.26,3.65,387.0,
379,Nonthaburi challenger,Wu,Donskoy,2,1.75,2.00,51.0,256.0
380,Tigre challenger,Londero,Dutra,2,1.27,3.58,,
381,Tigre challenger,Giannessi,Chepelev,2,1.56,2.32,209.0,430.0
382,Tigre challenger,Aboian,Barrena,2,2.01,1.74,,
383,Tigre challenger,Midon,Casanova,2,3.19,1.32,437.0,362.0
384,Tigre challenger,Villanueva,Bertola,2,2.42,1.51,425.0,383.0
